,Tahun,Comments,preprocessed,tokenize_text,label,score
11,2023,"Masya Allah ??,Semogah sehat selalu , murah rezki selalu banyak dan selalu  dalam lindungan Allah ????Aamiin",masya allah wajah malaikat semogah sehat murah rezeki lindung allah wajah malaikat tangan angkat dan rapat sama amin,"['masya', 'allah', 'wajah', 'malaikat', 'semogah', 'sehat', 'murah', 'rezeki', 'lindung', 'allah', 'wajah', 'malaikat', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'amin']",positif,26
12,2024,HBD Wilisalim?????????????????????? semoga panjang umur dan sehat selalu ??????????????,hbd wilisalim party popper party popper party popper party popper party popper hati merah hati merah hati merah hati merah moga umur sehat party popper party popper party popper wajah pesta wajah pesta wajah pesta wajah pesta,"['hbd', 'wilisalim', 'party', 'popper', 'party', 'popper', 'party', 'popper', 'party', 'popper', 'party', 'popper', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'moga', 'umur', 'sehat', 'party', 'popper', 'party', 'popper', 'party', 'popper', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta']",positif,26
13,2024,Kasih uang lah ABG banyak kali uang nya ??????????,kasih uang abang kali uang nya tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama,"['kasih', 'uang', 'abang', 'kali', 'uang', 'nya', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,26
14,2024,Happy birthday bang Willie semoga panjang umur dan sehat??????????,happy birthday bang willie moga umur sehat tangan angkat dan rapat sama tangan angkat dan rapat sama party popper party popper party popper,"['happy', 'birthday', 'bang', 'willie', 'moga', 'umur', 'sehat', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'party', 'popper', 'party', 'popper', 'party', 'popper']",positif,25
15,2024,Happy birthday ci vilmei semoga panjang umur sehat jadi anak yang berbakti ke dua orang tua di lancarkan rezekinya ????,happy birthday ci vilmei moga umur sehat anak bakti orang tua lancar rezeki kue ulang tahun wajah pesta,"['happy', 'birthday', 'ci', 'vilmei', 'moga', 'umur', 'sehat', 'anak', 'bakti', 'orang', 'tua', 'lancar', 'rezeki', 'kue', 'ulang', 'tahun', 'wajah', 'pesta']",positif,24
16,2024,Kak semoga panjang umur sehat selalu happy birthday ya untuk kak Willy terima kasih semoga panjang umur terima kasih yang ke ulang tahun 22,kak moga umur sehat happy birthday ya kak willy terima kasih moga umur terima kasih ulang,"['kak', 'moga', 'umur', 'sehat', 'happy', 'birthday', 'ya', 'kak', 'willy', 'terima', 'kasih', 'moga', 'umur', 'terima', 'kasih', 'ulang']",positif,24
17,2024,"Semoga yang baca tulisan ini selalu di jaga setiap waktunya oleh ALLAH
di sehatkan selalu,di permudah menghadapi segala permasalahanya, semakin di lancarkan rezekinya, dan semoga di percepat untuk berangkat ke tanah suci untuk umat muslim , amin amin.",moga baca tulis jaga allah sehat mudah hadap permasalahanya lancar rezeki moga cepat berangkat tanah suci umat muslim amin amin,"['moga', 'baca', 'tulis', 'jaga', 'allah', 'sehat', 'mudah', 'hadap', 'permasalahanya', 'lancar', 'rezeki', 'moga', 'cepat', 'berangkat', 'tanah', 'suci', 'umat', 'muslim', 'amin', 'amin']",positif,24
18,2023,"Masyaallah, ya Allah berilah kepada saudaraku willie usia yg panjang, sehat lahir batin, dan berilah limpahan rezeki pada willie yg tiada habisnya ya Allah serta selamatkan lah kami semua ya Allah dari siksa api nerakamu ya Allah aminnnnn",masyaallah ya allah ilah saudara willie usia sehat lahir batin ilah limpah rezeki willie tiada habis ya allah selamat ya allah siksa api neraka ya allah amin,"['masyaallah', 'ya', 'allah', 'ilah', 'saudara', 'willie', 'usia', 'sehat', 'lahir', 'batin', 'ilah', 'limpah', 'rezeki', 'willie', 'tiada', 'habis', 'ya', 'allah', 'selamat', 'ya', 'allah', 'siksa', 'api', 'neraka', 'ya', 'allah', 'amin']",positif,23
19,2024,  bangsaaaddd kalian berdua??????????,bangsaad dua tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak tertawa terbahakbahak,"['bangsaad', 'dua', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",negatif,23
20,2023,Bismillah semoga aja ini rezeki hamba ya allah amin ya allah amin  willie mau  dong di ajak ke istananya  belanja bareng ajak donh nak willie??????????,bismillah moga rezeki hamba ya allah amin ya allah amin willie ajak istana belanja bareng ajak donh nak willie tepuk tangan tepuk tangan tepuk tangan tepuk tangan wajah senyum lebar mata hati,"['bismillah', 'moga', 'rezeki', 'hamba', 'ya', 'allah', 'amin', 'ya', 'allah', 'amin', 'willie', 'ajak', 'istana', 'belanja', 'bareng', 'ajak', 'donh', 'nak', 'willie', 'tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,22
21,2024,Oke selamat ganteng itu kau punya rejeki sudah ganteng semoga kau sehat sehat terus karena smua manusia itu butuh kesehatan nomor satu kesehatan baru nomor dua uang,oke selamat ganteng kau rejeki ganteng moga kau sehat sehat manusia butuh sehat nomor sehat nomor uang,"['oke', 'selamat', 'ganteng', 'kau', 'rejeki', 'ganteng', 'moga', 'kau', 'sehat', 'sehat', 'manusia', 'butuh', 'sehat', 'nomor', 'sehat', 'nomor', 'uang']",positif,22
22,2023,Kindly check your message request ??????????????? ??????,kindly check your message request api api api api balon ucap balon ucap hati merah nilai ratus nilai ratus nilai ratus,"['kindly', 'check', 'your', 'message', 'request', 'api', 'api', 'api', 'api', 'balon', 'ucap', 'balon', 'ucap', 'hati', 'merah', 'nilai', 'ratus', 'nilai', 'ratus', 'nilai', 'ratus']",positif,21
23,2024,"hai ko aku tuh ngefans banget sama koko , koko tuh panutan aku banget aku pengen kaya koko yg bisa bantu orang sebanyak mungkin, tau gak sih aku ko dari koko tuh belajar bahwa ngebantu orang banyak  rezekinya akan ngalir terusss dan ga akan pernah abis?? aku cmn mau nitip pesen sama koko "" sehat sehat ya ko semoga rezeki nya makin nambah nambah, sukses terus ko buat sekarang dan seterus nya, terima kasih ko krna koko banyak org tersenyum bahagia atas ketulusan koko membantunya mereka dengan tulus?? ko angan lupa yaa untuk bersyukur terus ya ko apapun yang koko punya????  ",hai tuh fan banget koko koko tuh panutan banget pengin kayak koko bantu orang tau sih koko tuh ajar bantu orang rezeki alir habis hati hitam cuman nitip pesan koko sehat sehat ya moga rezeki nya tambah tambah sukses terus nya terima kasih koko orang senyum bahagia tulus koko bantu tulus lipat tangan angan lupa ya syukur ya apa koko karang bunga lengan otot,"['hai', 'tuh', 'fan', 'banget', 'koko', 'koko', 'tuh', 'panutan', 'banget', 'pengin', 'kayak', 'koko', 'bantu', 'orang', 'tau', 'sih', 'koko', 'tuh', 'ajar', 'bantu', 'orang', 'rezeki', 'alir', 'habis', 'hati', 'hitam', 'cuman', 'nitip', 'pesan', 'koko', 'sehat', 'sehat', 'ya', 'moga', 'rezeki', 'nya', 'tambah', 'tambah', 'sukses', 'terus', 'nya', 'terima', 'kasih', 'koko', 'orang', 'senyum', 'bahagia', 'tulus', 'koko', 'bantu', 'tulus', 'lipat', 'tangan', 'angan', 'lupa', 'ya', 'syukur', 'ya', 'apa', 'koko', 'karang', 'bunga', 'lengan', 'otot']",positif,21
24,2024,Selamat ulang taun wil????????,selamat ulang wil wajah pesta wajah pesta wajah pesta wajah pesta,"['selamat', 'ulang', 'wil', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta']",positif,21
25,2024,Selamat ulang tahun bg Willie semoga sukses sehat selaluya??????,selamat ulang bang willie moga sukses sehat selaluya tangan angkat dan rapat sama wajah pesta party popper,"['selamat', 'ulang', 'bang', 'willie', 'moga', 'sukses', 'sehat', 'selaluya', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'wajah', 'pesta', 'party', 'popper']",positif,21
26,2024,Selamat ulang tahun kak wili???? semoga panjang umur  sehat selalu iman??????????,selamat ulang kak wili party popper party popper moga umur sehat iman tangan angkat dan rapat sama tangan angkat dan rapat sama party popper party popper party popper,"['selamat', 'ulang', 'kak', 'wili', 'party', 'popper', 'party', 'popper', 'moga', 'umur', 'sehat', 'iman', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'party', 'popper', 'party', 'popper', 'party', 'popper']",positif,21
27,2023,"Kak willi,coba borong 10 pedagang asongan,trus dibagi ke anak2 jalanan tf 300,????????",kak willi coba borong dagang asong bagi anakanak jalan tf tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama,"['kak', 'willi', 'coba', 'borong', 'dagang', 'asong', 'bagi', 'anakanak', 'jalan', 'tf', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,20
28,2024,Doang bantu kk meiga nya kk wil????????????????????????,doang bantu meiga nya wil wajah menang api api api api api api api api api api api,"['doang', 'bantu', 'meiga', 'nya', 'wil', 'wajah', 'menang', 'api', 'api', 'api', 'api', 'api', 'api', 'api', 'api', 'api', 'api', 'api']",positif,20
29,2024,selamat ultah bg wili semoge sehat selalu??????,selamat ultah bang wili semoge sehat wajah pesta wajah pesta wajah pesta,"['selamat', 'ultah', 'bang', 'wili', 'semoge', 'sehat', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta']",positif,20
30,2024,"Selamat ulang tahun kak semoga panjang umur dan sehat selalu , semoga keluarganya kak Willy sehat selalu dan rezekinya berlimpah",selamat ulang kak moga umur sehat moga keluarga kak willy sehat rezeki limpah,"['selamat', 'ulang', 'kak', 'moga', 'umur', 'sehat', 'moga', 'keluarga', 'kak', 'willy', 'sehat', 'rezeki', 'limpah']",positif,20
31,2023,Semoga berkah bang willy km orang yg tepat dn d pilih yg maha kuasa yg suka berbagi dgan orang? yg sanggat mmbutuh kan smga rejeki mu bertambah seperti air yg mengalirr aminn????,moga berkah bang willy orang pilih maha kuasa suka bagi dgan orang mmbutuh moga rejeki mu tambah air alir amin lipat tangan lipat tangan,"['moga', 'berkah', 'bang', 'willy', 'orang', 'pilih', 'maha', 'kuasa', 'suka', 'bagi', 'dgan', 'orang', 'mmbutuh', 'moga', 'rejeki', 'mu', 'tambah', 'air', 'alir', 'amin', 'lipat', 'tangan', 'lipat', 'tangan']",positif,19
32,2023,"Alhamdulillah... trmksh orang baik, semoga apa yang diberikan jadi ibadah dan bermanfaat, serta berkah buat si Bapak",alhamdulillah trmksh orang moga ibadah manfaat berkah sih,"['alhamdulillah', 'trmksh', 'orang', 'moga', 'ibadah', 'manfaat', 'berkah', 'sih']",positif,19
33,2023,Semoga sampai ke jenjang pernikahan dan sampai nenek kakek.... aamiin....?? bismillah  motor Vario second ??????,moga jenjang nikah nenek kakek amin tangan angkat dan rapat sama bismillah motor vario second tangan angkat dan rapat sama lipat tangan lipat tangan,"['moga', 'jenjang', 'nikah', 'nenek', 'kakek', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'bismillah', 'motor', 'vario', 'second', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'lipat', 'tangan', 'lipat', 'tangan']",positif,19
34,2023,"Bpknya ga mementingkan diri sendiri utk org lain , akhrnya bpk dpt Rzki jg , Alhamdulilah, smga ALLAH melipatgandakan Rzki Bg Willie agar bs Bantu org bnyk, ALLAH ksh Rzki bnyk utk Bg Willie utk berbagi mnolong org2 yg membtuhkan, sht sukses sllu Bg Willie Aamiin ya ALLAH",bapak penting orang akhrnya bpk rzki alhamdulilah moga allah melipatgandakan rzki bang willie bantu orang allah kasih rzki bang willie bagi mnolong orangorang membtuhkan sht sukses bang willie amin ya allah,"['bapak', 'penting', 'orang', 'akhrnya', 'bpk', 'rzki', 'alhamdulilah', 'moga', 'allah', 'melipatgandakan', 'rzki', 'bang', 'willie', 'bantu', 'orang', 'allah', 'kasih', 'rzki', 'bang', 'willie', 'bagi', 'mnolong', 'orangorang', 'membtuhkan', 'sht', 'sukses', 'bang', 'willie', 'amin', 'ya', 'allah']",positif,19
35,2024,Spill harga dong ka.. Siapa tau ada rejeki pgn coba. Semoga????,spil harga kak tau rejeki pengin coba moga tangan angkat dan rapat sama tangan angkat dan rapat sama,"['spil', 'harga', 'kak', 'tau', 'rejeki', 'pengin', 'coba', 'moga', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,19
36,2024,Semoga banyak rezekinya ka Willi ??????,moga rezeki kak willi tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama,"['moga', 'rezeki', 'kak', 'willi', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,19
37,2023,"Selamat , Happy berkah kak will 1jt asikk",selamat happy berkah kak wil jt asik,"['selamat', 'happy', 'berkah', 'kak', 'wil', 'jt', 'asik']",positif,18
38,2024,BISMILLAH DAPAT IPHONE BEKAS DARI ABANG   ??????????????,bismillah iphone bekas abang lipat tangan api api api api api api,"['bismillah', 'iphone', 'bekas', 'abang', 'lipat', 'tangan', 'api', 'api', 'api', 'api', 'api', 'api']",positif,18
39,2024,Semoga beruntung??????,moga untung tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama,"['moga', 'untung', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,18
40,2024,Jangan bg gw yakin lu pasti bisa jadi orang lebih bang gw ad ide gimana lu bikin usaha yang banyak bg masalah orang ngemis di ban aja bang di komentar nya ??semngat abngkuh aku percaya sampean??????????????????,bang gue lu orang bang gue ide lu bikin usaha bang orang ngemis ban bang komentar nya api semangat abngkuh percaya sampean api api api api api api api api api,"['bang', 'gue', 'lu', 'orang', 'bang', 'gue', 'ide', 'lu', 'bikin', 'usaha', 'bang', 'orang', 'ngemis', 'ban', 'bang', 'komentar', 'nya', 'api', 'semangat', 'abngkuh', 'percaya', 'sampean', 'api', 'api', 'api', 'api', 'api', 'api', 'api', 'api', 'api']",positif,18
41,2024,"Aq pernah pengen bgt punya iphone, tapi pas bisa beli hp redmi nyicil sendiri sampe selesai aja alhamdulillah bgt. ??, bismillah suatu hr bisa beli aamiin ??",pengin banget iphone pas beli hp redmi nyicil selesai alhamdulillah banget wajah senyum dengan hati bismillah beli amin tangan angkat dan rapat sama,"['pengin', 'banget', 'iphone', 'pas', 'beli', 'hp', 'redmi', 'nyicil', 'selesai', 'alhamdulillah', 'banget', 'wajah', 'senyum', 'dengan', 'hati', 'bismillah', 'beli', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,18
42,2024,?????? 22tahun??????,api api api tahun wajah pesta wajah pesta wajah pesta,"['api', 'api', 'api', 'tahun', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta']",positif,18
43,2024,MasyaAlloh SMG berkah kak willie.sukses dan sehat selalu kak????,masyaalloh moga berkah kak williesukses sehat kak tangan angkat dan rapat sama tangan angkat dan rapat sama,"['masyaalloh', 'moga', 'berkah', 'kak', 'williesukses', 'sehat', 'kak', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,18
44,2024,Kak    udah umumin blm yang dapet kado dri kakahehhe semoga aku kecantum yah kaka pengin bisa bisnis dg hp bagus dari kak    dan semogaa jugaa rezeki saya ngalir trus sma kaya kak willi???????????????????,kak umumin kado kakahehhe moga cantum ya kakak pengin bisnis hp bagus kak moga rezeki alir kayak kak willi tangan angkat dan rapat sama wajah senyum lebar mata hati hati merah hati merah hati merah hati merah hati merah,"['kak', 'umumin', 'kado', 'kakahehhe', 'moga', 'cantum', 'ya', 'kakak', 'pengin', 'bisnis', 'hp', 'bagus', 'kak', 'moga', 'rezeki', 'alir', 'kayak', 'kak', 'willi', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,18
45,2023,MLM KK wiiliie Salim ya Allah baik bgtttt Mulya sekli hatinya smg sehat walapiat dunia aherat X3 amin ya robbl Al-Amin ????????????????????,malam wiiliie salim ya allah banget mulya sekli hati moga sehat walapiat dunia aherat x amin ya robbl alamin hati hati lipat tangan lipat tangan jempol ke atas lipat tangan lipat tangan lipat tangan lipat tangan,"['malam', 'wiiliie', 'salim', 'ya', 'allah', 'banget', 'mulya', 'sekli', 'hati', 'moga', 'sehat', 'walapiat', 'dunia', 'aherat', 'x', 'amin', 'ya', 'robbl', 'alamin', 'hati', 'hati', 'lipat', 'tangan', 'lipat', 'tangan', 'jempol', 'ke', 'atas', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,17
46,2023,"Semoga ko willie dan ci vilmei, langgeng sampai kakek nenek ya, sehat sehat selalu, ??????",moga willie ci vilmei langgeng kakek nenek ya sehat sehat lipat tangan lipat tangan lipat tangan,"['moga', 'willie', 'ci', 'vilmei', 'langgeng', 'kakek', 'nenek', 'ya', 'sehat', 'sehat', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,17
47,2023,Sehat selalu kak willy semoga kedepannya lebih sukses dari sekarang tambah banyak rezekinya aminnn ????,sehat kak willy moga depan sukses rezeki amin tangan angkat dan rapat sama wajah senyum dengan mata bahagia,"['sehat', 'kak', 'willy', 'moga', 'depan', 'sukses', 'rezeki', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia']",positif,17
48,2024,????mau lah bg Willie??????hp ipone,lipat tangan lipat tangan bang willie tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama hp ipone,"['lipat', 'tangan', 'lipat', 'tangan', 'bang', 'willie', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'hp', 'ipone']",positif,17
49,2024,Bang Wili bang coba ke Sumberjaya kota Bengkulu tapi ke rumah akubang plisss akumau ketemu bangwili Salim????????????????????????,bang wili bang coba sumberjaya kota bengkulu rumah akubang plis akumau ketemu bangwili salim wajah senyum wajah senyum wajah senyum wajah senyum wajah senyum wajah senyum wajah senyum dengan mata bahagia wajah senyum dengan mata bahagia wajah senyum dengan mata bahagia,"['bang', 'wili', 'bang', 'coba', 'sumberjaya', 'kota', 'bengkulu', 'rumah', 'akubang', 'plis', 'akumau', 'ketemu', 'bangwili', 'salim', 'wajah', 'senyum', 'wajah', 'senyum', 'wajah', 'senyum', 'wajah', 'senyum', 'wajah', 'senyum', 'wajah', 'senyum', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia']",positif,17
50,2024,"Apa kbr bang Willie . Sehat"" selalu ya, n rezeki y lncar trz n ngalir ke aqu.. amin, eh ngarep, siapa yg gak ngarep.. ??.. lgi banyak doa yg belom terkabul.. ya di ksih sehat juga Alhamdulillah ja..",kbr bang willie sehat ya n rezeki ya lncar trz n alir amin eh harap harap wajah senyum dengan mata bahagia doa kabul ya kasih sehat alhamdulillah,"['kbr', 'bang', 'willie', 'sehat', 'ya', 'n', 'rezeki', 'ya', 'lncar', 'trz', 'n', 'alir', 'amin', 'eh', 'harap', 'harap', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'doa', 'kabul', 'ya', 'kasih', 'sehat', 'alhamdulillah']",positif,17
